Title,url,Nb_replies,Id
Team composition and 50% occupancy of some team members,https://www.scrum.org/forum/scrum-forum/6766/team-composition-and-50-occupancy-some-team-members,4,6766
SPS vs SA vs DAD,https://www.scrum.org/forum/scrum-forum/6759/sps-vs-sa-vs-dad,3,6759
Sharing insights at the start of story - testers and developers together,https://www.scrum.org/forum/scrum-forum/6760/sharing-insights-start-story-testers-and-developers-together,6,6760
Examination Process,https://www.scrum.org/forum/scrum-forum/5775/examination-process,10,5775
scrum certificate for tester,https://www.scrum.org/forum/scrum-forum/6771/scrum-certificate-tester,1,6771
Product Owner as Nexus Scrum Master,https://www.scrum.org/forum/scrum-forum/6765/product-owner-nexus-scrum-master,4,6765
comprehension questions,https://www.scrum.org/forum/scrum-forum/6678/comprehension-questions,2,6678
Free TODAY - Scrum EBook,https://www.scrum.org/forum/scrum-forum/6716/free-today-scrum-ebook,0,6716
Remaining PBI not filling up the Sprint.,https://www.scrum.org/forum/scrum-forum/6714/remaining-pbi-not-filling-sprint,4,6714
Accepting the sprint in the Review meeting? And some other Review questions,https://www.scrum.org/forum/scrum-forum/6694/accepting-sprint-review-meeting-and-some-other-review-questions,7,6694
Product Owner allowed to participate in daily scrum?,https://www.scrum.org/forum/scrum-forum/6715/product-owner-allowed-participate-daily-scrum,2,6715
Focus On / Focus Off Retrospective Activity,https://www.scrum.org/forum/scrum-forum/6602/focus-focus-retrospective-activity,1,6602
Questions on the scrum guide and to prepare for PSM I,https://www.scrum.org/forum/scrum-forum/6704/questions-scrum-guide-and-prepare-psm-i,8,6704
The 1-Week Sprint Dilemma!,https://www.scrum.org/forum/scrum-forum/6713/1-week-sprint-dilemma,2,6713
Virtual Daily SCRUM Meeting,https://www.scrum.org/forum/scrum-forum/6458/virtual-daily-scrum-meeting,3,6458
8 steps I used to pass PSM I assessment studying less than a month!,https://www.scrum.org/forum/scrum-forum/6019/8-steps-i-used-pass-psm-i-assessment-studying-less-month,8,6019
Agile Metrics,https://www.scrum.org/forum/scrum-forum/6462/agile-metrics,5,6462
How Long is the Password valid? PSM1 Assessment,https://www.scrum.org/forum/scrum-forum/6712/how-long-password-valid-psm1-assessment,6,6712
"Story points normalization - same team, successive projects",https://www.scrum.org/forum/scrum-forum/6705/story-points-normalization-same-team-successive-projects,11,6705
PSM I - Questions,https://www.scrum.org/forum/scrum-forum/5687/psm-i-questions,7,5687
Definition of Product.,https://www.scrum.org/forum/scrum-forum/6709/definition-product,5,6709
Expecting high velocity,https://www.scrum.org/forum/scrum-forum/6711/expecting-high-velocity,4,6711
"same story, two different points",https://www.scrum.org/forum/scrum-forum/6703/same-story-two-different-points,5,6703
An International Conference about Digital Architecture to be held in London,https://www.scrum.org/forum/scrum-forum/6707/international-conference-about-digital-architecture-be-held-london,0,6707
Master thesis help,https://www.scrum.org/forum/scrum-forum/6706/master-thesis-help,0,6706
Scrum Advice Required,https://www.scrum.org/forum/scrum-forum/6697/scrum-advice-required,3,6697
scrum velocity when team members change,https://www.scrum.org/forum/scrum-forum/6700/scrum-velocity-when-team-members-change,3,6700
Bug Fixes,https://www.scrum.org/forum/scrum-forum/6695/bug-fixes,2,6695
Product Owner and sprint status updates.,https://www.scrum.org/forum/scrum-forum/6572/product-owner-and-sprint-status-updates,4,6572
Scrum for healthcare EHR configuration,https://www.scrum.org/forum/scrum-forum/6536/scrum-healthcare-ehr-configuration,3,6536
Excluding developers who miss sprint planning,https://www.scrum.org/forum/scrum-forum/6540/excluding-developers-who-miss-sprint-planning,6,6540
"1 Backlog two scrum teams, 1 UserStory",https://www.scrum.org/forum/scrum-forum/6546/1-backlog-two-scrum-teams-1-userstory,5,6546
Updation of DoD,https://www.scrum.org/forum/scrum-forum/6676/updation-dod,2,6676
Allianz Agile Coach Vacancy,https://www.scrum.org/forum/scrum-forum/6672/allianz-agile-coach-vacancy,1,6672
Skills/personalities best suited for roles,https://www.scrum.org/forum/scrum-forum/6668/skillspersonalities-best-suited-roles,6,6668
"Requirements analysis in Scrum - Understanding the ""as is"" state",https://www.scrum.org/forum/scrum-forum/6671/requirements-analysis-scrum-understanding-state,2,6671
Daily SCRUM in a consulting project,https://www.scrum.org/forum/scrum-forum/6663/daily-scrum-consulting-project,4,6663
Prototype stage,https://www.scrum.org/forum/scrum-forum/6670/prototype-stage,2,6670
When You Discover Done is Not Actually Done,https://www.scrum.org/forum/scrum-forum/6654/when-you-discover-done-not-actually-done,5,6654
Should (or not) the Product Owner attend the Daily Scrum,https://www.scrum.org/forum/scrum-forum/6652/should-or-not-product-owner-attend-daily-scrum,5,6652
Looking for a tool to use Scrum,https://www.scrum.org/forum/scrum-forum/5465/looking-tool-use-scrum,16,5465
Integrating as a Scrum Master in a new team and company,https://www.scrum.org/forum/scrum-forum/6655/integrating-scrum-master-new-team-and-company,8,6655
Releasing - who should communicate with marketing?,https://www.scrum.org/forum/scrum-forum/6644/releasing-who-should-communicate-marketing,4,6644
"Just Passed the PSM1 Exam, Scored 94%",https://www.scrum.org/forum/scrum-forum/6620/just-passed-psm1-exam-scored-94,3,6620
How to prepare for PSM II,https://www.scrum.org/forum/scrum-forum/6667/how-prepare-psm-ii,2,6667
When Scrum Goes Wrong,https://www.scrum.org/forum/scrum-forum/6666/when-scrum-goes-wrong,1,6666
Europeanscrum.org,https://www.scrum.org/forum/scrum-forum/6664/europeanscrumorg,2,6664
Definition of Done and conditional branching,https://www.scrum.org/forum/scrum-forum/6662/definition-done-and-conditional-branching,7,6662
Does the Sprint Planning meeting consist of two sessions??,https://www.scrum.org/forum/scrum-forum/5595/does-sprint-planning-meeting-consist-two-sessions,8,5595
"Multiple Scrum Teams mutually define ""the definition of done""",https://www.scrum.org/forum/scrum-forum/6657/multiple-scrum-teams-mutually-define-definition-done,3,6657
Refinement time is 10 % of DEV team capacity,https://www.scrum.org/forum/scrum-forum/6648/refinement-time-10-dev-team-capacity,2,6648
Permanent automated testing / UAT incorporated in sprints,https://www.scrum.org/forum/scrum-forum/6656/permanent-automated-testing-uat-incorporated-sprints,1,6656
DOD,https://www.scrum.org/forum/scrum-forum/6646/dod,2,6646
PSPO II  - Self Study Tips: Any to Share?,https://www.scrum.org/forum/scrum-forum/6659/pspo-ii-self-study-tips-any-share,0,6659
Passed PSPO1,https://www.scrum.org/forum/scrum-forum/6658/passed-pspo1,0,6658
Unit test framework for C programs on Linux,https://www.scrum.org/forum/scrum-forum/6397/unit-test-framework-c-programs-linux,1,6397
Task Burndownchart,https://www.scrum.org/forum/scrum-forum/6653/task-burndownchart,2,6653
Task Distribution Within Team,https://www.scrum.org/forum/scrum-forum/6607/task-distribution-within-team,5,6607
Agile Methodology,https://www.scrum.org/forum/scrum-forum/5983/agile-methodology,5,5983
Scaled product with multi Scrum Team.,https://www.scrum.org/forum/scrum-forum/6605/scaled-product-multi-scrum-team,9,6605
Passed PSM I!!,https://www.scrum.org/forum/scrum-forum/6580/passed-psm-i,1,6580
when does the sprint end ?,https://www.scrum.org/forum/scrum-forum/6597/when-does-sprint-end,5,6597
Your experience in SCRUM implementation.,https://www.scrum.org/forum/scrum-forum/6600/your-experience-scrum-implementation,2,6600
when does the exam password expires ?,https://www.scrum.org/forum/scrum-forum/6599/when-does-exam-password-expires,4,6599
Seminar for managers,https://www.scrum.org/forum/scrum-forum/6603/seminar-managers,3,6603
Preparing for SPS assesment,https://www.scrum.org/forum/scrum-forum/6593/preparing-sps-assesment,2,6593
How to track progress of individual tasks,https://www.scrum.org/forum/scrum-forum/6590/how-track-progress-individual-tasks,4,6590
Question regarding the Scrum Master - Scrum Reference Card,https://www.scrum.org/forum/scrum-forum/6598/question-regarding-scrum-master-scrum-reference-card,2,6598
Definition of done in scrum of scrums,https://www.scrum.org/forum/scrum-forum/6595/definition-done-scrum-scrums,6,6595
Scrum training for non-windows people,https://www.scrum.org/forum/scrum-forum/6591/scrum-training-non-windows-people,2,6591
PSPO I Assessment,https://www.scrum.org/forum/scrum-forum/6566/pspo-i-assessment,3,6566
Scrum Open vs. PSM I assessment,https://www.scrum.org/forum/scrum-forum/5578/scrum-open-vs-psm-i-assessment,15,5578
Scrum for Medical Device Software,https://www.scrum.org/forum/scrum-forum/5994/scrum-medical-device-software,3,5994
Successfully completed PSM I- Tips for preparation,https://www.scrum.org/forum/scrum-forum/6569/successfully-completed-psm-i-tips-preparation,6,6569
Never Enough Time to Test,https://www.scrum.org/forum/scrum-forum/6585/never-enough-time-test,18,6585
PSM 1 Certification Test,https://www.scrum.org/forum/scrum-forum/6587/psm-1-certification-test,3,6587
"Got my PSM 1, couple of tips",https://www.scrum.org/forum/scrum-forum/6560/got-my-psm-1-couple-tips,2,6560
Can any person take the PSM certificate ?,https://www.scrum.org/forum/scrum-forum/6589/can-any-person-take-psm-certificate,4,6589
How many days within we should give the PSM I assessment after buying?,https://www.scrum.org/forum/scrum-forum/6568/how-many-days-within-we-should-give-psm-i-assessment-after-buying,1,6568
Nexus Events timeboxes,https://www.scrum.org/forum/scrum-forum/6592/nexus-events-timeboxes,2,6592
Sprint: time-boxed,https://www.scrum.org/forum/scrum-forum/6582/sprint-time-boxed,4,6582
Tips for new scrummaster joining existing project,https://www.scrum.org/forum/scrum-forum/6584/tips-new-scrummaster-joining-existing-project,3,6584
What if the servers break down?,https://www.scrum.org/forum/scrum-forum/6533/what-if-servers-break-down,7,6533
Managing a continuous flow of UAT bugs while sprinting,https://www.scrum.org/forum/scrum-forum/6528/managing-continuous-flow-uat-bugs-while-sprinting,3,6528
Question about missing sprint goals,https://www.scrum.org/forum/scrum-forum/6526/question-about-missing-sprint-goals,3,6526
A feedback system to increase quality of professional assessments,https://www.scrum.org/forum/scrum-forum/6441/feedback-system-increase-quality-professional-assessments,1,6441
SCRUM and Project Management,https://www.scrum.org/forum/scrum-forum/6529/scrum-and-project-management,6,6529
scrum.org improvements,https://www.scrum.org/forum/scrum-forum/6032/scrumorg-improvements,1,6032
Scrum Theory,https://www.scrum.org/forum/scrum-forum/6527/scrum-theory,1,6527
Crafting the Sprint Goal,https://www.scrum.org/forum/scrum-forum/6525/crafting-sprint-goal,3,6525
Who can remove a member from development Team ??,https://www.scrum.org/forum/scrum-forum/6497/who-can-remove-member-development-team,4,6497
Is the Scrum Master responsible to send reports?,https://www.scrum.org/forum/scrum-forum/5899/scrum-master-responsible-send-reports,22,5899
Scrum Guide as a mind map,https://www.scrum.org/forum/scrum-forum/6520/scrum-guide-mind-map,1,6520
Scrum Points explanation,https://www.scrum.org/forum/scrum-forum/6522/scrum-points-explanation,1,6522
PBI review after Sprint cancellation,https://www.scrum.org/forum/scrum-forum/6524/pbi-review-after-sprint-cancellation,1,6524
"Backlog Refinement, Sprint - not formal events for inspection and adaptation",https://www.scrum.org/forum/scrum-forum/6523/backlog-refinement-sprint-not-formal-events-inspection-and-adaptation,1,6523
Custom Software Dev Tasks,https://www.scrum.org/forum/scrum-forum/6519/custom-software-dev-tasks,1,6519
Few Questions on Scrum Guide,https://www.scrum.org/forum/scrum-forum/6511/few-questions-scrum-guide,7,6511
Certification vs. Consultation,https://www.scrum.org/forum/scrum-forum/6518/certification-vs-consultation,1,6518
The Scrum Clock,https://www.scrum.org/forum/scrum-forum/6352/scrum-clock,1,6352
Help estimation problem,https://www.scrum.org/forum/scrum-forum/6513/help-estimation-problem,11,6513
To be a Certified Scrum Master or to be a Qualified Scrum Master?,https://www.scrum.org/forum/scrum-forum/6486/be-certified-scrum-master-or-be-qualified-scrum-master,5,6486
Finally Cleared PSM I,https://www.scrum.org/forum/scrum-forum/6516/finally-cleared-psm-i,5,6516
P.O. role overlap with UXD,https://www.scrum.org/forum/scrum-forum/6515/po-role-overlap-uxd,2,6515
Tasks of an Scrum Master,https://www.scrum.org/forum/scrum-forum/6502/tasks-scrum-master,7,6502
Definition Done,https://www.scrum.org/forum/scrum-forum/6507/definition-done,3,6507
User Testing Requires Story Changes,https://www.scrum.org/forum/scrum-forum/6514/user-testing-requires-story-changes,2,6514
PBI to Sprint Backlog Item,https://www.scrum.org/forum/scrum-forum/6451/pbi-sprint-backlog-item,9,6451
Scrum and scaled agile framework (SAFe),https://www.scrum.org/forum/scrum-forum/6412/scrum-and-scaled-agile-framework-safe,14,6412
Lack of concern with risk to sprint goal,https://www.scrum.org/forum/scrum-forum/6455/lack-concern-risk-sprint-goal,3,6455
Variation on the Agile Manifesto,https://www.scrum.org/forum/scrum-forum/6442/variation-agile-manifesto,2,6442
Scrum based on theory of constraints,https://www.scrum.org/forum/scrum-forum/6423/scrum-based-theory-constraints,4,6423
Tackling the issue of Ad Hoc work requests on the Dev team?,https://www.scrum.org/forum/scrum-forum/6433/tackling-issue-ad-hoc-work-requests-dev-team,8,6433
Sprint Duration Question,https://www.scrum.org/forum/scrum-forum/6453/sprint-duration-question,3,6453
Handle difficult people in a scrum team,https://www.scrum.org/forum/scrum-forum/6426/handle-difficult-people-scrum-team,4,6426
Two ScrumMasters?,https://www.scrum.org/forum/scrum-forum/6422/two-scrummasters,8,6422
User story queries,https://www.scrum.org/forum/scrum-forum/6450/user-story-queries,2,6450
User Stories (Agile) vs BRDs (Waterfall),https://www.scrum.org/forum/scrum-forum/6443/user-stories-agile-vs-brds-waterfall,6,6443
Scrum at scale fail humour,https://www.scrum.org/forum/scrum-forum/6311/scrum-scale-fail-humour,2,6311
Scrum Practitioner Open,https://www.scrum.org/forum/scrum-forum/6444/scrum-practitioner-open,1,6444
Scrum for every job function?,https://www.scrum.org/forum/scrum-forum/6431/scrum-every-job-function,2,6431
What is true about the Definition of Done?,https://www.scrum.org/forum/scrum-forum/6417/what-true-about-definition-done,13,6417
allowed material during PSM I assessment,https://www.scrum.org/forum/scrum-forum/6425/allowed-material-during-psm-i-assessment,2,6425
Should tester be included in refining PBI?,https://www.scrum.org/forum/scrum-forum/6439/should-tester-be-included-refining-pbi,5,6439
Why TDD is very important and suitable for SCRUM Development Team?,https://www.scrum.org/forum/scrum-forum/6437/why-tdd-very-important-and-suitable-scrum-development-team,0,6437
Estimates,https://www.scrum.org/forum/scrum-forum/6436/estimates,4,6436
Who has the first contact with the client?,https://www.scrum.org/forum/scrum-forum/6419/who-has-first-contact-client,3,6419
One Scrum team for multiple products VS One Scrum team per product,https://www.scrum.org/forum/scrum-forum/6430/one-scrum-team-multiple-products-vs-one-scrum-team-product,5,6430
Scaling Scrum for Startups,https://www.scrum.org/forum/scrum-forum/6427/scaling-scrum-startups,4,6427
PSM1 how to prepare,https://www.scrum.org/forum/scrum-forum/6245/psm1-how-prepare,3,6245
PSM Exam + RETROSPECTIVE,https://www.scrum.org/forum/scrum-forum/6297/psm-exam-retrospective,4,6297
Getting ready for PSM-1 certficiation,https://www.scrum.org/forum/scrum-forum/6247/getting-ready-psm-1-certficiation,3,6247
Suggested Readings for PSM,https://www.scrum.org/forum/scrum-forum/6360/suggested-readings-psm,1,6360
Passed PSM I at the first try,https://www.scrum.org/forum/scrum-forum/6357/passed-psm-i-first-try,1,6357
Online courses or consultants?,https://www.scrum.org/forum/scrum-forum/6148/online-courses-or-consultants,8,6148
How can I prepare for PSM II exam?,https://www.scrum.org/forum/scrum-forum/6347/how-can-i-prepare-psm-ii-exam,3,6347
Scrum Questions,https://www.scrum.org/forum/scrum-forum/6366/scrum-questions,3,6366
Please explain me some questions!,https://www.scrum.org/forum/scrum-forum/6363/please-explain-me-some-questions,3,6363
Smart advice needed,https://www.scrum.org/forum/scrum-forum/6365/smart-advice-needed,2,6365
Starting as Scrum Master,https://www.scrum.org/forum/scrum-forum/6346/starting-scrum-master,3,6346
Scaled Professional Scrum (SPS certification exam),https://www.scrum.org/forum/scrum-forum/6362/scaled-professional-scrum-sps-certification-exam,1,6362
What responsibility CAN'T the PO delegate,https://www.scrum.org/forum/scrum-forum/6302/what-responsibility-cant-po-delegate,5,6302
Scrum of Scrums,https://www.scrum.org/forum/scrum-forum/6353/scrum-scrums,3,6353
What does this answer MEAN?,https://www.scrum.org/forum/scrum-forum/6356/what-does-answer-mean,3,6356
Setting up a development team,https://www.scrum.org/forum/scrum-forum/6214/setting-development-team,4,6214
Why are there questions in PSM I that are not actually part of scrum,https://www.scrum.org/forum/scrum-forum/6342/why-are-there-questions-psm-i-are-not-actually-part-scrum,6,6342
Product backlog,https://www.scrum.org/forum/scrum-forum/6350/product-backlog,2,6350
How to make an BPI independent,https://www.scrum.org/forum/scrum-forum/6351/how-make-bpi-independent,6,6351
When to bring increments to production?,https://www.scrum.org/forum/scrum-forum/6337/when-bring-increments-production,7,6337
Questions need Help - Code merge,https://www.scrum.org/forum/scrum-forum/6344/questions-need-help-code-merge,3,6344
PSPO course in India,https://www.scrum.org/forum/scrum-forum/5558/pspo-course-india,9,5558
How soon I can deliver the project?,https://www.scrum.org/forum/scrum-forum/6349/how-soon-i-can-deliver-project,1,6349
Scrum on Large Projects with External Players,https://www.scrum.org/forum/scrum-forum/6175/scrum-large-projects-external-players,5,6175
Sharing backlogs with clients,https://www.scrum.org/forum/scrum-forum/6348/sharing-backlogs-clients,1,6348
PSPO 1 assessment practice,https://www.scrum.org/forum/scrum-forum/6341/pspo-1-assessment-practice,3,6341
SM on new team question,https://www.scrum.org/forum/scrum-forum/6327/sm-new-team-question,4,6327
Hit Plateau in 2nd Year of Scrum!  Need ideas!,https://www.scrum.org/forum/scrum-forum/6318/hit-plateau-2nd-year-scrum-need-ideas,5,6318
Mistake in scrum guide?,https://www.scrum.org/forum/scrum-forum/6288/mistake-scrum-guide,3,6288
Requirement/story building tasks,https://www.scrum.org/forum/scrum-forum/6195/requirementstory-building-tasks,4,6195
How to Manage the Growing Pains of Scaling an Agile Team,https://www.scrum.org/forum/scrum-forum/6274/how-manage-growing-pains-scaling-agile-team,1,6274
First time coaching,https://www.scrum.org/forum/scrum-forum/6278/first-time-coaching,4,6278
Starting out as a Scrum Master,https://www.scrum.org/forum/scrum-forum/6286/starting-out-scrum-master,3,6286
Multiple scrum teams with one PO and one Master Backlog,https://www.scrum.org/forum/scrum-forum/6259/multiple-scrum-teams-one-po-and-one-master-backlog,5,6259
Scrum Master role,https://www.scrum.org/forum/scrum-forum/6250/scrum-master-role,3,6250
University tasks.,https://www.scrum.org/forum/scrum-forum/6284/university-tasks,2,6284
Between 2 Sprints and The Sprint Goal,https://www.scrum.org/forum/scrum-forum/6279/between-2-sprints-and-sprint-goal,6,6279
Emerging Scrum Master,https://www.scrum.org/forum/scrum-forum/6282/emerging-scrum-master,2,6282
Release Planning at scale,https://www.scrum.org/forum/scrum-forum/6277/release-planning-scale,6,6277
Manual regression testing tasks in a sprint?,https://www.scrum.org/forum/scrum-forum/6280/manual-regression-testing-tasks-sprint,14,6280
Dev Team does not have the skills to accomplish the Sprint Goal,https://www.scrum.org/forum/scrum-forum/6267/dev-team-does-not-have-skills-accomplish-sprint-goal,2,6267
Doing proper Scrum not Scrum-didly-um,https://www.scrum.org/forum/scrum-forum/6276/doing-proper-scrum-not-scrum-didly-um,4,6276
Non-functional Requirements,https://www.scrum.org/forum/scrum-forum/6268/non-functional-requirements,3,6268
"The Development Team should not be interrupted during the Sprint. The Sprint Goal should remain intact. These are conditions that foster creativity, quality and productivity. Based on this, which of the following is FALSE",https://www.scrum.org/forum/scrum-forum/6273/development-team-should-not-be-interrupted-during-sprint-sprint-goal-should,4,6273
What are the side effects of for a company applying scrum for the first time with it's own existing terminology?,https://www.scrum.org/forum/scrum-forum/6272/what-are-side-effects-company-applying-scrum-first-time-its-own-existing,1,6272
Scrum Master Service to PO,https://www.scrum.org/forum/scrum-forum/6270/scrum-master-service-po,1,6270
"Scrum Master is a ""management"" position",https://www.scrum.org/forum/scrum-forum/6271/scrum-master-management-position,1,6271
What are the differences between the open assessment and the PSM-I assessment?,https://www.scrum.org/forum/scrum-forum/6262/what-are-differences-between-open-assessment-and-psm-i-assessment,3,6262
Acceptance Criteria for Technical Documentation,https://www.scrum.org/forum/scrum-forum/6174/acceptance-criteria-technical-documentation,9,6174
How to deal with management,https://www.scrum.org/forum/scrum-forum/6248/how-deal-management,2,6248
Framework vs Methodology?,https://www.scrum.org/forum/scrum-forum/6269/framework-vs-methodology,1,6269
looking for guidance,https://www.scrum.org/forum/scrum-forum/6263/looking-guidance,2,6263
Scaling Professional Scrum and non-software products,https://www.scrum.org/forum/scrum-forum/6257/scaling-professional-scrum-and-non-software-products,3,6257
Guidelines on Developing Product Vision/Goal,https://www.scrum.org/forum/scrum-forum/6199/guidelines-developing-product-visiongoal,5,6199
Scrum Certification Question,https://www.scrum.org/forum/scrum-forum/6193/scrum-certification-question,3,6193
Is it micromanagement or service to the team?,https://www.scrum.org/forum/scrum-forum/6167/it-micromanagement-or-service-team,10,6167
Replace a Team member in middle of a sprint,https://www.scrum.org/forum/scrum-forum/6181/replace-team-member-middle-sprint,5,6181
Freelance Scrum masters,https://www.scrum.org/forum/scrum-forum/6163/freelance-scrum-masters,5,6163
Part-time team members,https://www.scrum.org/forum/scrum-forum/6204/part-time-team-members,3,6204
Passed PSM without studying for it,https://www.scrum.org/forum/scrum-forum/6194/passed-psm-without-studying-it,1,6194
Implementing Scrum in a Digital Agency,https://www.scrum.org/forum/scrum-forum/6201/implementing-scrum-digital-agency,4,6201
PSD Open Assessment Question - need clarity,https://www.scrum.org/forum/scrum-forum/6197/psd-open-assessment-question-need-clarity,7,6197
communication between PO & Dev team,https://www.scrum.org/forum/scrum-forum/6158/communication-between-po-dev-team,4,6158
Add bookmark feature to Open Scrum,https://www.scrum.org/forum/scrum-forum/6185/add-bookmark-feature-open-scrum,1,6185
Seeking advice,https://www.scrum.org/forum/scrum-forum/6186/seeking-advice,9,6186
Scrum Picture,https://www.scrum.org/forum/scrum-forum/6189/scrum-picture,1,6189
Ways to improve velocity,https://www.scrum.org/forum/scrum-forum/6182/ways-improve-velocity,14,6182
Availability of PSD I assessment without course,https://www.scrum.org/forum/scrum-forum/5326/availability-psd-i-assessment-without-course,11,5326
Queries on scrum guide related to Transparency,https://www.scrum.org/forum/scrum-forum/6184/queries-scrum-guide-related-transparency,4,6184
Can I be a SCRUM MASTER? I am a SharePoint Administrator,https://www.scrum.org/forum/scrum-forum/6179/can-i-be-scrum-master-i-am-sharepoint-administrator,5,6179
Handling Dependent Tasks across Sprints,https://www.scrum.org/forum/scrum-forum/6190/handling-dependent-tasks-across-sprints,2,6190
My Big Design Up Front problem,https://www.scrum.org/forum/scrum-forum/6188/my-big-design-front-problem,4,6188
"Query regarding ""Done""",https://www.scrum.org/forum/scrum-forum/6191/query-regarding-done,2,6191
"One team, multiple projects",https://www.scrum.org/forum/scrum-forum/6149/one-team-multiple-projects,4,6149
Who is responsible for defining necessary development team skills for a new project?,https://www.scrum.org/forum/scrum-forum/6172/who-responsible-defining-necessary-development-team-skills-new-project,7,6172
Tactics for using Scrum. Where are described?,https://www.scrum.org/forum/scrum-forum/6178/tactics-using-scrum-where-are-described,2,6178
Role of Scrum Master,https://www.scrum.org/forum/scrum-forum/6180/role-scrum-master,3,6180
Non software projects managed with scrum - any help?,https://www.scrum.org/forum/scrum-forum/6177/non-software-projects-managed-scrum-any-help,2,6177
Evaluation of Estimation,https://www.scrum.org/forum/scrum-forum/6068/evaluation-estimation,1,6068
Passed PSM 1 - My Advice,https://www.scrum.org/forum/scrum-forum/6110/passed-psm-1-my-advice,1,6110
Can Kanban in Software Support?,https://www.scrum.org/forum/scrum-forum/6127/can-kanban-software-support,2,6127
PSM-I passed + Feedback,https://www.scrum.org/forum/scrum-forum/5736/psm-i-passed-feedback,10,5736
Infrastructure in Agile(Scrum),https://www.scrum.org/forum/scrum-forum/6105/infrastructure-agilescrum,3,6105
Self-Study Materials for PSD 1 Assessment,https://www.scrum.org/forum/scrum-forum/6119/self-study-materials-psd-1-assessment,1,6119
Breaking down stories,https://www.scrum.org/forum/scrum-forum/6115/breaking-down-stories,10,6115
Leadership,https://www.scrum.org/forum/scrum-forum/6095/leadership,3,6095
Scrum master role,https://www.scrum.org/forum/scrum-forum/6123/scrum-master-role,4,6123
Self-Study Material for Taking PSD 1 Assessment,https://www.scrum.org/forum/scrum-forum/6120/self-study-material-taking-psd-1-assessment,1,6120
How about a Drooming Session to groom the defects?,https://www.scrum.org/forum/scrum-forum/6108/how-about-drooming-session-groom-defects,4,6108
Cross-functional dev team and outsourcing,https://www.scrum.org/forum/scrum-forum/6125/cross-functional-dev-team-and-outsourcing,8,6125
Agile - Methodology or Framework or  philosophy,https://www.scrum.org/forum/scrum-forum/6117/agile-methodology-or-framework-or-philosophy,2,6117
Evidence-based Management (EBM),https://www.scrum.org/forum/scrum-forum/6122/evidence-based-management-ebm,2,6122
Who is responsible to register work estimates during the sprint?,https://www.scrum.org/forum/scrum-forum/6081/who-responsible-register-work-estimates-during-sprint,13,6081
Purchase a Scrumboard package,https://www.scrum.org/forum/scrum-forum/6111/purchase-scrumboard-package,1,6111
"Technically, what should a sprint goal actually consist of? What should it ideally include and cover, or mention?",https://www.scrum.org/forum/scrum-forum/6080/technically-what-should-sprint-goal-actually-consist-what-should-it-ideally,7,6080
Product Owner Assessment,https://www.scrum.org/forum/scrum-forum/6106/product-owner-assessment,6,6106
PSPO I Exam,https://www.scrum.org/forum/scrum-forum/6055/pspo-i-exam,3,6055
"Dealing with ""narcissism""",https://www.scrum.org/forum/scrum-forum/6113/dealing-narcissism,4,6113
SUBJECT AREA WEIGHTAGE IN PSM 1,https://www.scrum.org/forum/scrum-forum/6023/subject-area-weightage-psm-1,7,6023
The product owner during the sprint,https://www.scrum.org/forum/scrum-forum/6109/product-owner-during-sprint,4,6109
The Agile Manifesto...huh?,https://www.scrum.org/forum/scrum-forum/6094/agile-manifestohuh,18,6094
Commitment and priorties,https://www.scrum.org/forum/scrum-forum/6112/commitment-and-priorties,1,6112
More than one board,https://www.scrum.org/forum/scrum-forum/6045/more-one-board,2,6045
Add Sylabi and Sample Exams for Professional Exams,https://www.scrum.org/forum/scrum-forum/6052/add-sylabi-and-sample-exams-professional-exams,2,6052
Writing user stories for website relaunch,https://www.scrum.org/forum/scrum-forum/6037/writing-user-stories-website-relaunch,10,6037
Test Planning?,https://www.scrum.org/forum/scrum-forum/6048/test-planning,3,6048
Question (who tracks the velocity )?,https://www.scrum.org/forum/scrum-forum/5846/question-who-tracks-velocity,10,5846
Velocity,https://www.scrum.org/forum/scrum-forum/5914/velocity,3,5914
Complete rewrite - when justified and when not,https://www.scrum.org/forum/scrum-forum/6040/complete-rewrite-when-justified-and-when-not,8,6040
Scrum Practian Tools,https://www.scrum.org/forum/scrum-forum/6038/scrum-practian-tools,3,6038
"Response to someone explaining ""Why I stopped using Scrum""",https://www.scrum.org/forum/scrum-forum/6047/response-someone-explaining-why-i-stopped-using-scrum,1,6047
Risk in estimation,https://www.scrum.org/forum/scrum-forum/6044/risk-estimation,6,6044
Scrum team size in a small department,https://www.scrum.org/forum/scrum-forum/6042/scrum-team-size-small-department,3,6042
"Is it a new Bug, PBI, or something else (i.e. ""Issue"")",https://www.scrum.org/forum/scrum-forum/6034/it-new-bug-pbi-or-something-else-ie-issue,19,6034
Add Open Assessments to the User profile page,https://www.scrum.org/forum/scrum-forum/6043/add-open-assessments-user-profile-page,1,6043
Payment failing,https://www.scrum.org/forum/scrum-forum/6036/payment-failing,3,6036
Adding tasks to the backlog,https://www.scrum.org/forum/scrum-forum/6033/adding-tasks-backlog,8,6033
EBMgt & Lean Startup,https://www.scrum.org/forum/scrum-forum/6041/ebmgt-lean-startup,1,6041
Self organizing teams,https://www.scrum.org/forum/scrum-forum/5893/self-organizing-teams,8,5893
Selling TDD & Pair-programming,https://www.scrum.org/forum/scrum-forum/6039/selling-tdd-pair-programming,4,6039
Checkout impossible,https://www.scrum.org/forum/scrum-forum/6035/checkout-impossible,1,6035
