Title,url,Nb_replies,Id
PSM I and PSPO I exam,https://www.scrum.org/forum/scrum-forum/6029/psm-i-and-pspo-i-exam,3,6029
Automatic test servers,https://www.scrum.org/forum/scrum-forum/6025/automatic-test-servers,1,6025
Dev Manager is acting as Product Owner,https://www.scrum.org/forum/scrum-forum/6021/dev-manager-acting-product-owner,20,6021
Does Scrum demand fulltime PO and/or SM?,https://www.scrum.org/forum/scrum-forum/6027/does-scrum-demand-fulltime-po-andor-sm,3,6027
How many POs for multiple teams?,https://www.scrum.org/forum/scrum-forum/6007/how-many-pos-multiple-teams,5,6007
Product Backlog Refinement,https://www.scrum.org/forum/scrum-forum/5952/product-backlog-refinement,8,5952
Passed PSM-I,https://www.scrum.org/forum/scrum-forum/6031/passed-psm-i,0,6031
Real cost of a PBI / feature,https://www.scrum.org/forum/scrum-forum/5971/real-cost-pbi-feature,6,5971
Predicted methodology,https://www.scrum.org/forum/scrum-forum/5968/predicted-methodology,4,5968
Project Management in Scrum,https://www.scrum.org/forum/scrum-forum/5973/project-management-scrum,5,5973
2014 Agile Transformation Survey,https://www.scrum.org/forum/scrum-forum/5969/2014-agile-transformation-survey,1,5969
Scrum PSM1 Questions,https://www.scrum.org/forum/scrum-forum/5573/scrum-psm1-questions,9,5573
Best choice for Product owner,https://www.scrum.org/forum/scrum-forum/5967/best-choice-product-owner,23,5967
Can dev team override story priority decision from PO in Sprint planning second phase?,https://www.scrum.org/forum/scrum-forum/5962/can-dev-team-override-story-priority-decision-po-sprint-planning-second,11,5962
Streamlined Scrum,https://www.scrum.org/forum/scrum-forum/5873/streamlined-scrum,16,5873
Would you still use Scrum in the following scenario,https://www.scrum.org/forum/scrum-forum/5964/would-you-still-use-scrum-following-scenario,1,5964
Passed PSM I with score 94%,https://www.scrum.org/forum/scrum-forum/5965/passed-psm-i-score-94,4,5965
What's the most inspirational Agile/Scrum video?,https://www.scrum.org/forum/scrum-forum/5939/whats-most-inspirational-agilescrum-video,2,5939
PSM Exam,https://www.scrum.org/forum/scrum-forum/5963/psm-exam,1,5963
How to get disscount for 2nd attend the PSM I,https://www.scrum.org/forum/scrum-forum/5957/how-get-disscount-2nd-attend-psm-i,7,5957
PSM II I passed 2nd time around,https://www.scrum.org/forum/scrum-forum/5935/psm-ii-i-passed-2nd-time-around,16,5935
Sizes of items on Sprint and Product Backlog,https://www.scrum.org/forum/scrum-forum/5955/sizes-items-sprint-and-product-backlog,1,5955
Self-accountability concept,https://www.scrum.org/forum/scrum-forum/5956/self-accountability-concept,1,5956
review and redefine user histories,https://www.scrum.org/forum/scrum-forum/5954/review-and-redefine-user-histories,2,5954
PSM1 Q&A's,https://www.scrum.org/forum/scrum-forum/5530/psm1-qas,13,5530
Team is against the proposed Product Owner,https://www.scrum.org/forum/scrum-forum/5932/team-against-proposed-product-owner,4,5932
Scrum Master Certification (PSM I) advice,https://www.scrum.org/forum/scrum-forum/5946/scrum-master-certification-psm-i-advice,12,5946
Sprint 0...or not?,https://www.scrum.org/forum/scrum-forum/5942/sprint-0or-not,5,5942
Is world of PSM I assessment copiable ?,https://www.scrum.org/forum/scrum-forum/5951/world-psm-i-assessment-copiable,1,5951
PSM 1 passed with 89%,https://www.scrum.org/forum/scrum-forum/5940/psm-1-passed-89,1,5940
"Why is ""Sprint Review"" an informal meeting ?",https://www.scrum.org/forum/scrum-forum/5949/why-sprint-review-informal-meeting,3,5949
scrum master product knowledge,https://www.scrum.org/forum/scrum-forum/5950/scrum-master-product-knowledge,3,5950
PO is not involved,https://www.scrum.org/forum/scrum-forum/5895/po-not-involved,2,5895
Preparing for PSD I exam,https://www.scrum.org/forum/scrum-forum/5865/preparing-psd-i-exam,5,5865
SM's sensible action when impediment raised from Dev Team,https://www.scrum.org/forum/scrum-forum/5703/sms-sensible-action-when-impediment-raised-dev-team,5,5703
"Agile team behaviours in large organizations, a SM reflection.",https://www.scrum.org/forum/scrum-forum/5815/agile-team-behaviours-large-organizations-sm-reflection,1,5815
Sprint Planning Meeting,https://www.scrum.org/forum/scrum-forum/5891/sprint-planning-meeting,2,5891
Task board for scrum masters / scrum master interaction,https://www.scrum.org/forum/scrum-forum/5890/task-board-scrum-masters-scrum-master-interaction,1,5890
Can there be multiple product owners for a scrum project?,https://www.scrum.org/forum/scrum-forum/5863/can-there-be-multiple-product-owners-scrum-project,6,5863
PSM I Assessment,https://www.scrum.org/forum/scrum-forum/5888/psm-i-assessment,3,5888
Velocity,https://www.scrum.org/forum/scrum-forum/5889/velocity,4,5889
Sprint backlog and Scrum Backlog,https://www.scrum.org/forum/scrum-forum/5883/sprint-backlog-and-scrum-backlog,6,5883
Scrum PSPO clarifications,https://www.scrum.org/forum/scrum-forum/5885/scrum-pspo-clarifications,8,5885
Sprint Goal,https://www.scrum.org/forum/scrum-forum/5886/sprint-goal,1,5886
Beginner Question - User Story,https://www.scrum.org/forum/scrum-forum/5884/beginner-question-user-story,7,5884
Appli rewrite & Big Bang Release,https://www.scrum.org/forum/scrum-forum/5882/appli-rewrite-big-bang-release,5,5882
From budget to end date,https://www.scrum.org/forum/scrum-forum/5878/budget-end-date,2,5878
Dynamic length of sprints in Scrum,https://www.scrum.org/forum/scrum-forum/5461/dynamic-length-sprints-scrum,18,5461
TDD and Frameworks,https://www.scrum.org/forum/scrum-forum/5876/tdd-and-frameworks,10,5876
"How to apply Scrum to an ""IT factory"" or ""IT service""? What is the product?",https://www.scrum.org/forum/scrum-forum/5877/how-apply-scrum-it-factory-or-it-service-what-product,1,5877
Process to Agile Roadmap,https://www.scrum.org/forum/scrum-forum/5872/process-agile-roadmap,13,5872
Planning Poker,https://www.scrum.org/forum/scrum-forum/5874/planning-poker,4,5874
PSM Assessment more than Theory,https://www.scrum.org/forum/scrum-forum/5875/psm-assessment-more-theory,1,5875
Isn't scrum supposed to be easy?,https://www.scrum.org/forum/scrum-forum/5871/isnt-scrum-supposed-be-easy,2,5871
Tips for PBI Definition,https://www.scrum.org/forum/scrum-forum/5870/tips-pbi-definition,7,5870
Sprint Planning meeting,https://www.scrum.org/forum/scrum-forum/5862/sprint-planning-meeting,8,5862
Internal delegated Product owner,https://www.scrum.org/forum/scrum-forum/5869/internal-delegated-product-owner,5,5869
Tapatalk,https://www.scrum.org/forum/scrum-forum/5814/tapatalk,0,5814
Question from a Program Manager to SCRUMmers,https://www.scrum.org/forum/scrum-forum/5800/question-program-manager-scrummers,9,5800
regarding Agile  Sprint,https://www.scrum.org/forum/scrum-forum/5803/regarding-agile-sprint,4,5803
Should Developers Test UI?,https://www.scrum.org/forum/scrum-forum/5812/should-developers-test-ui,3,5812
Open assessment vs PSPO,https://www.scrum.org/forum/scrum-forum/5804/open-assessment-vs-pspo,8,5804
Splitting up stories,https://www.scrum.org/forum/scrum-forum/5805/splitting-stories,6,5805
What is about a Sprint 0,https://www.scrum.org/forum/scrum-forum/5728/what-about-sprint-0,3,5728
Kind of questions,https://www.scrum.org/forum/scrum-forum/5504/kind-questions,6,5504
Who is required to attend the Daily Scrum?,https://www.scrum.org/forum/scrum-forum/5792/who-required-attend-daily-scrum,2,5792
How PO and Scrum Team deliver the product on time compare to Traditional  Project Management,https://www.scrum.org/forum/scrum-forum/5799/how-po-and-scrum-team-deliver-product-time-compare-traditional-project,5,5799
Backlog refinement,https://www.scrum.org/forum/scrum-forum/5794/backlog-refinement,6,5794
Scrum and Tenders - do they mix?,https://www.scrum.org/forum/scrum-forum/5797/scrum-and-tenders-do-they-mix,5,5797
Scrum Contract and Prices,https://www.scrum.org/forum/scrum-forum/5798/scrum-contract-and-prices,1,5798
Scrum Master,https://www.scrum.org/forum/scrum-forum/5763/scrum-master,3,5763
Sprint Planning part 1: Selecting items for the Sprint Backlog,https://www.scrum.org/forum/scrum-forum/5795/sprint-planning-part-1-selecting-items-sprint-backlog,3,5795
Sprint Goal,https://www.scrum.org/forum/scrum-forum/5796/sprint-goal,3,5796
'Potentially Releasable Product' and splitting up testing,https://www.scrum.org/forum/scrum-forum/5791/potentially-releasable-product-and-splitting-testing,5,5791
Product Backlog Item's estimates?,https://www.scrum.org/forum/scrum-forum/5652/product-backlog-items-estimates,6,5652
When is the best moment to provide Product Owner with a sprint forecast?,https://www.scrum.org/forum/scrum-forum/5793/when-best-moment-provide-product-owner-sprint-forecast,6,5793
Passed PSM I with 97%,https://www.scrum.org/forum/scrum-forum/5779/passed-psm-i-97,1,5779
Agility Path: 3 Basic Questions,https://www.scrum.org/forum/scrum-forum/5788/agility-path-3-basic-questions,5,5788
Product Backlog Refinement : Visibility in the Sprint BackLog ?,https://www.scrum.org/forum/scrum-forum/5789/product-backlog-refinement-visibility-sprint-backlog,2,5789
Scrum work experience,https://www.scrum.org/forum/scrum-forum/5787/scrum-work-experience,2,5787
Small thing I know,https://www.scrum.org/forum/scrum-forum/5784/small-thing-i-know,4,5784
Best describes the topics covered in Sprint Planning,https://www.scrum.org/forum/scrum-forum/5672/best-describes-topics-covered-sprint-planning,7,5672
What to do when Bug is raised which is highest priority,https://www.scrum.org/forum/scrum-forum/5576/what-do-when-bug-raised-which-highest-priority,4,5576
Scrum team with API + Client App,https://www.scrum.org/forum/scrum-forum/5571/scrum-team-api-client-app,3,5571
Scrum - TFS - Tasks - Not being updated timely,https://www.scrum.org/forum/scrum-forum/5585/scrum-tfs-tasks-not-being-updated-timely,6,5585
Open Assesment Question,https://www.scrum.org/forum/scrum-forum/5725/open-assesment-question,2,5725
Remaining questions from PSMI (PO+Fire Member),https://www.scrum.org/forum/scrum-forum/5720/remaining-questions-psmi-pofire-member,4,5720
Scrum Master job description,https://www.scrum.org/forum/scrum-forum/5366/scrum-master-job-description,8,5366
Quoting with Story Points,https://www.scrum.org/forum/scrum-forum/5718/quoting-story-points,6,5718
Release sprint most crucial for Big projects,https://www.scrum.org/forum/scrum-forum/5712/release-sprint-most-crucial-big-projects,6,5712
Scrum for small to midsize project?,https://www.scrum.org/forum/scrum-forum/5715/scrum-small-midsize-project,8,5715
Self-Organized Team,https://www.scrum.org/forum/scrum-forum/5644/self-organized-team,5,5644
New Software Application and Scrum?,https://www.scrum.org/forum/scrum-forum/5710/new-software-application-and-scrum,2,5710
Using Tasks vs Stories in some cases,https://www.scrum.org/forum/scrum-forum/5714/using-tasks-vs-stories-some-cases,6,5714
Product Backlog vs Sprint Backlog,https://www.scrum.org/forum/scrum-forum/5706/product-backlog-vs-sprint-backlog,5,5706
Daily Scrum not effective due to geographic location of development team,https://www.scrum.org/forum/scrum-forum/5709/daily-scrum-not-effective-due-geographic-location-development-team,5,5709
Levels are membership,https://www.scrum.org/forum/scrum-forum/5711/levels-are-membership,0,5711
Time to do the exam once paid?,https://www.scrum.org/forum/scrum-forum/5705/time-do-exam-once-paid,2,5705
Personal space and co-location,https://www.scrum.org/forum/scrum-forum/5700/personal-space-and-co-location,2,5700
Other book for study?,https://www.scrum.org/forum/scrum-forum/5708/other-book-study,1,5708
"Product Backlog is dynamic, so this is a risk?",https://www.scrum.org/forum/scrum-forum/5701/product-backlog-dynamic-so-risk,4,5701
Ongoing long-term testing that needs to run for several sprints,https://www.scrum.org/forum/scrum-forum/5704/ongoing-long-term-testing-needs-run-several-sprints,2,5704
PO leaving company,https://www.scrum.org/forum/scrum-forum/5699/po-leaving-company,3,5699
"Sprint Planning - Part 2 (How) Task breakdown with estimated hours. How do we emphasis team for estimating task appropriately, not padding up extra hours ?",https://www.scrum.org/forum/scrum-forum/5686/sprint-planning-part-2-how-task-breakdown-estimated-hours-how-do-we-emphasis,4,5686
Scrum allow resources as Proxy?,https://www.scrum.org/forum/scrum-forum/5702/scrum-allow-resources-proxy,1,5702
Trying to create my own workflow,https://www.scrum.org/forum/scrum-forum/5698/trying-create-my-own-workflow,5,5698
PSM I passed,https://www.scrum.org/forum/scrum-forum/5694/psm-i-passed,4,5694
grooming illegal,https://www.scrum.org/forum/scrum-forum/5635/grooming-illegal,4,5635
"Agility , how agile are you?",https://www.scrum.org/forum/scrum-forum/5642/agility-how-agile-are-you,1,5642
Explaining definition of story points to the dev team,https://www.scrum.org/forum/scrum-forum/5639/explaining-definition-story-points-dev-team,1,5639
"Experience with ""Sie/Vous"" - Culture and Scrum ?",https://www.scrum.org/forum/scrum-forum/5637/experience-sievous-culture-and-scrum,2,5637
Why we love Scrum?,https://www.scrum.org/forum/scrum-forum/5633/why-we-love-scrum,3,5633
Accentuate the positive?,https://www.scrum.org/forum/scrum-forum/5634/accentuate-positive,2,5634
Test site is down while doing the PSM I assessment?,https://www.scrum.org/forum/scrum-forum/5636/test-site-down-while-doing-psm-i-assessment,1,5636
PSM I Assessment Preparation,https://www.scrum.org/forum/scrum-forum/5630/psm-i-assessment-preparation,5,5630
How to pass Professional Scrum Master I (PSM) certification test in #6 steps,https://www.scrum.org/forum/scrum-forum/5383/how-pass-professional-scrum-master-i-psm-certification-test-6-steps,4,5383
"Suggestion Sprints can be ""freezed"" and ""unfreezed""",https://www.scrum.org/forum/scrum-forum/5626/suggestion-sprints-can-be-freezed-and-unfreezed,8,5626
Technical vs. Business ready,https://www.scrum.org/forum/scrum-forum/5627/technical-vs-business-ready,6,5627
Who is responsable by the burndownchart ?,https://www.scrum.org/forum/scrum-forum/5599/who-responsable-burndownchart,5,5599
Agile Pilot within Waterfall Culture and Mindset - HELP!,https://www.scrum.org/forum/scrum-forum/5621/agile-pilot-within-waterfall-culture-and-mindset-help,4,5621
relative size of US versus velocity,https://www.scrum.org/forum/scrum-forum/5622/relative-size-us-versus-velocity,3,5622
End of Sprint Package Deployment Issues,https://www.scrum.org/forum/scrum-forum/5624/end-sprint-package-deployment-issues,2,5624
Spring Review Approval Document,https://www.scrum.org/forum/scrum-forum/5620/spring-review-approval-document,3,5620
DoD,https://www.scrum.org/forum/scrum-forum/5618/dod,6,5618
Scrum of Scrums,https://www.scrum.org/forum/scrum-forum/5617/scrum-scrums,10,5617
Branching is a Dysfunction,https://www.scrum.org/forum/scrum-forum/5316/branching-dysfunction,12,5316
PSM1 Exam format - Revisiting questions,https://www.scrum.org/forum/scrum-forum/5615/psm1-exam-format-revisiting-questions,3,5615
"Scrum in business functions like sales, human resources managemenet and customer care operations",https://www.scrum.org/forum/scrum-forum/5610/scrum-business-functions-sales-human-resources-managemenet-and-customer-care,3,5610
Storypoints with an ever-changing team,https://www.scrum.org/forum/scrum-forum/5601/storypoints-ever-changing-team,12,5601
Promoting Agile Up the Chain,https://www.scrum.org/forum/scrum-forum/5614/promoting-agile-chain,1,5614
Dev Envirnoment Issues and Performance Testing,https://www.scrum.org/forum/scrum-forum/5603/dev-envirnoment-issues-and-performance-testing,3,5603
Blackbox testing in an environment  where work is split up in different branches with strong dependencies,https://www.scrum.org/forum/scrum-forum/5596/blackbox-testing-environment-where-work-split-different-branches-strong,5,5596
Massive Open Online Course (MOOC) and the Agile World,https://www.scrum.org/forum/scrum-forum/5549/massive-open-online-course-mooc-and-agile-world,0,5549
'Business As Usual (BAU) support' and the Sprint Goal...,https://www.scrum.org/forum/scrum-forum/5545/business-usual-bau-support-and-sprint-goal,5,5545
Creativity and Self-Organization,https://www.scrum.org/forum/scrum-forum/5540/creativity-and-self-organization,2,5540
Request for new Agility Path forum,https://www.scrum.org/forum/scrum-forum/5547/request-new-agility-path-forum,0,5547
When the number of sprints of a release is defined?,https://www.scrum.org/forum/scrum-forum/5541/when-number-sprints-release-defined,2,5541
Technical Upgrades,https://www.scrum.org/forum/scrum-forum/5515/technical-upgrades,6,5515
Clarification on Sprint Retrospective,https://www.scrum.org/forum/scrum-forum/5539/clarification-sprint-retrospective,2,5539
Dependencies in tasks - how to deal with tasks that don't equate to full capcity for a day,https://www.scrum.org/forum/scrum-forum/5537/dependencies-tasks-how-deal-tasks-dont-equate-full-capcity-day,2,5537
Clarifications on Scrum,https://www.scrum.org/forum/scrum-forum/5536/clarifications-scrum,2,5536
Question about the project manager,https://www.scrum.org/forum/scrum-forum/5534/question-about-project-manager,1,5534
Limited WIP: Tasks vs Stories,https://www.scrum.org/forum/scrum-forum/5526/limited-wip-tasks-vs-stories,3,5526
Number of questions,https://www.scrum.org/forum/scrum-forum/5532/number-questions,1,5532
Product Backlog Management as defined in Scrum Guide,https://www.scrum.org/forum/scrum-forum/5531/product-backlog-management-defined-scrum-guide,1,5531
Personal opinion of Scrum.org,https://www.scrum.org/forum/scrum-forum/5529/personal-opinion-scrumorg,1,5529
Where to start SCRUM?,https://www.scrum.org/forum/scrum-forum/5527/where-start-scrum,1,5527
Oppertunity for Scrum Masters in Germany,https://www.scrum.org/forum/scrum-forum/5528/oppertunity-scrum-masters-germany,0,5528
How to integrate a Spike with Scrum,https://www.scrum.org/forum/scrum-forum/5512/how-integrate-spike-scrum,5,5512
How to deal with the no-idea answers,https://www.scrum.org/forum/scrum-forum/5511/how-deal-no-idea-answers,7,5511
The development team refuse to split or do the scrum meeting in the morning,https://www.scrum.org/forum/scrum-forum/5450/development-team-refuse-split-or-do-scrum-meeting-morning,11,5450
Scrum for Scouts?,https://www.scrum.org/forum/scrum-forum/5525/scrum-scouts,5,5525
PSM 1 - Is spring goal defined before / during / after spring plannning meeting?,https://www.scrum.org/forum/scrum-forum/5452/psm-1-spring-goal-defined-during-after-spring-plannning-meeting,5,5452
SCRUM training in Holland,https://www.scrum.org/forum/scrum-forum/5524/scrum-training-holland,2,5524
Technical documentation/translation in Scrum,https://www.scrum.org/forum/scrum-forum/5522/technical-documentationtranslation-scrum,6,5522
Preparing for PSM1,https://www.scrum.org/forum/scrum-forum/5496/preparing-psm1,14,5496
PSM I - test language,https://www.scrum.org/forum/scrum-forum/5523/psm-i-test-language,1,5523
Scrum Master Contract,https://www.scrum.org/forum/scrum-forum/5333/scrum-master-contract,9,5333
Activities for improving backlog refinement that work remotely,https://www.scrum.org/forum/scrum-forum/5473/activities-improving-backlog-refinement-work-remotely,7,5473
"If not user stories, then what?",https://www.scrum.org/forum/scrum-forum/5448/if-not-user-stories-then-what,4,5448
Relative Complexity Theory: how User Story estimations will autocorrect itself after x SprintsRelative Complexity Theory: how estimations will autocorrect itself,https://www.scrum.org/forum/scrum-forum/5470/relative-complexity-theory-how-user-story-estimations-will-autocorrect,2,5470
Updating estimates during a Sprint,https://www.scrum.org/forum/scrum-forum/5467/updating-estimates-during-sprint,5,5467
who manages burn down charts,https://www.scrum.org/forum/scrum-forum/5456/who-manages-burn-down-charts,9,5456
PSM 1 Certificate- Hardcopy ?,https://www.scrum.org/forum/scrum-forum/5368/psm-1-certificate-hardcopy,2,5368
Best Scrum Master certification having great value in market,https://www.scrum.org/forum/scrum-forum/5463/best-scrum-master-certification-having-great-value-market,4,5463
dev team member needs to be removed,https://www.scrum.org/forum/scrum-forum/5457/dev-team-member-needs-be-removed,4,5457
disappeared from official list of certificate holders (PSM1),https://www.scrum.org/forum/scrum-forum/5466/disappeared-official-list-certificate-holders-psm1,1,5466
The DoD and Scrum artifacts,https://www.scrum.org/forum/scrum-forum/5462/dod-and-scrum-artifacts,7,5462
Passed PSM i - certificate / proof by Tuesday for interview?,https://www.scrum.org/forum/scrum-forum/5459/passed-psm-i-certificate-proof-tuesday-interview,4,5459
Scrum Master Competencies.,https://www.scrum.org/forum/scrum-forum/5454/scrum-master-competencies,8,5454
Scrum Master's role as a coach and a teacher,https://www.scrum.org/forum/scrum-forum/5449/scrum-masters-role-coach-and-teacher,23,5449
What's next?,https://www.scrum.org/forum/scrum-forum/5446/whats-next,4,5446
Product owner competencies,https://www.scrum.org/forum/scrum-forum/5453/product-owner-competencies,3,5453
Sprint Retrospective of the last Sprint,https://www.scrum.org/forum/scrum-forum/5451/sprint-retrospective-last-sprint,6,5451
Books for PSM I,https://www.scrum.org/forum/scrum-forum/5307/books-psm-i,11,5307
Known issues in an application,https://www.scrum.org/forum/scrum-forum/5440/known-issues-application,13,5440
When do you coach you team?,https://www.scrum.org/forum/scrum-forum/5441/when-do-you-coach-you-team,8,5441
Can we talk about few PSM II questions?,https://www.scrum.org/forum/scrum-forum/5447/can-we-talk-about-few-psm-ii-questions,3,5447
Scrum Cards (User Story and Task),https://www.scrum.org/forum/scrum-forum/5442/scrum-cards-user-story-and-task,4,5442
Community Blog Feed - Submitting Feeds/Posts,https://www.scrum.org/forum/scrum-forum/5444/community-blog-feed-submitting-feedsposts,2,5444
RE: Hardening Sprints: good or bad?,https://www.scrum.org/forum/scrum-forum/5435/re-hardening-sprints-good-or-bad,2,5435
Are Scrum.Org courses PDU eligible via the PMI?,https://www.scrum.org/forum/scrum-forum/5443/are-scrumorg-courses-pdu-eligible-pmi,2,5443
To Ferrari or not to Ferrari,https://www.scrum.org/forum/scrum-forum/5379/ferrari-or-not-ferrari,0,5379
Sprint length?,https://www.scrum.org/forum/scrum-forum/5329/sprint-length,3,5329
"Great, great training this week!",https://www.scrum.org/forum/scrum-forum/5372/great-great-training-week,1,5372
"In keeping with inspection, transparency and adaptation...",https://www.scrum.org/forum/scrum-forum/5371/keeping-inspection-transparency-and-adaptation,5,5371
PSD: is TDD really speeding up the development process?,https://www.scrum.org/forum/scrum-forum/5364/psd-tdd-really-speeding-development-process,5,5364
Scrum got specific ways for testing software?,https://www.scrum.org/forum/scrum-forum/5375/scrum-got-specific-ways-testing-software,8,5375
Should we or should we not estimate tasks?,https://www.scrum.org/forum/scrum-forum/5369/should-we-or-should-we-not-estimate-tasks,10,5369
How to run a stream using the scrum framework with multiple products that require different development disciplines,https://www.scrum.org/forum/scrum-forum/5367/how-run-stream-using-scrum-framework-multiple-products-require-different,2,5367
Partially allocated team members,https://www.scrum.org/forum/scrum-forum/5304/partially-allocated-team-members,4,5304
End user documentation and definition of done,https://www.scrum.org/forum/scrum-forum/5365/end-user-documentation-and-definition-done,6,5365
Provided wrong password when ordering an exam,https://www.scrum.org/forum/scrum-forum/5363/provided-wrong-password-when-ordering-exam,2,5363
Scrum in an SAP implementation,https://www.scrum.org/forum/scrum-forum/5359/scrum-sap-implementation,3,5359
Differences between Scrum Guide & Scrum Primer,https://www.scrum.org/forum/scrum-forum/5362/differences-between-scrum-guide-scrum-primer,7,5362
PSM I certification,https://www.scrum.org/forum/scrum-forum/5334/psm-i-certification,4,5334
Not yet received PSM 1 certificate after one week of assessment,https://www.scrum.org/forum/scrum-forum/5331/not-yet-received-psm-1-certificate-after-one-week-assessment,15,5331
The sanctity of the Sprint Backlog,https://www.scrum.org/forum/scrum-forum/5361/sanctity-sprint-backlog,10,5361
Sprint Commitment,https://www.scrum.org/forum/scrum-forum/5355/sprint-commitment,6,5355
Split the Stories / Adjust the acceptance criteria / Adjust the length of Sprint / Persuade the people?,https://www.scrum.org/forum/scrum-forum/5357/split-stories-adjust-acceptance-criteria-adjust-length-sprint-persuade,5,5357
How can I start scrum?,https://www.scrum.org/forum/scrum-forum/5356/how-can-i-start-scrum,5,5356
How can improve Retrospective and Planning meetings?,https://www.scrum.org/forum/scrum-forum/5311/how-can-improve-retrospective-and-planning-meetings,11,5311
Holidays and Illnes,https://www.scrum.org/forum/scrum-forum/5353/holidays-and-illnes,6,5353
Certificate password payment - only credit cards in USD?,https://www.scrum.org/forum/scrum-forum/5319/certificate-password-payment-only-credit-cards-usd,3,5319
How to involve the end user,https://www.scrum.org/forum/scrum-forum/5350/how-involve-end-user,2,5350
software in 30 days - Work Breakdown figure 2.4 explanation,https://www.scrum.org/forum/scrum-forum/5348/software-30-days-work-breakdown-figure-24-explanation,3,5348
PDS .NET,https://www.scrum.org/forum/scrum-forum/5351/pds-net,1,5351
Not Received PSM1 certificate,https://www.scrum.org/forum/scrum-forum/5347/not-received-psm1-certificate,1,5347
Not received a password for asssment - anyone help apprieciated,https://www.scrum.org/forum/scrum-forum/5346/not-received-password-asssment-anyone-help-apprieciated,3,5346
Do you split defects the way you might split user stories?,https://www.scrum.org/forum/scrum-forum/5345/do-you-split-defects-way-you-might-split-user-stories,1,5345
Hard work being avoided?,https://www.scrum.org/forum/scrum-forum/5344/hard-work-being-avoided,4,5344
Adding new team members,https://www.scrum.org/forum/scrum-forum/5343/adding-new-team-members,3,5343
An ordinary time schedule?,https://www.scrum.org/forum/scrum-forum/5342/ordinary-time-schedule,5,5342
Splitting into Multiple Scrum Teams,https://www.scrum.org/forum/scrum-forum/5339/splitting-multiple-scrum-teams,6,5339
What's next step to be a Scrum Trainer?,https://www.scrum.org/forum/scrum-forum/5341/whats-next-step-be-scrum-trainer,1,5341
Sprint planning - developers signing up for tasks?,https://www.scrum.org/forum/scrum-forum/5338/sprint-planning-developers-signing-tasks,5,5338
Feedback on 'Scrum' definition from the Scrum Guide,https://www.scrum.org/forum/scrum-forum/5340/feedback-scrum-definition-scrum-guide,3,5340
Not yet received my PSM 1 certificate,https://www.scrum.org/forum/scrum-forum/5337/not-yet-received-my-psm-1-certificate,2,5337
Selling Scrum in an Orginization,https://www.scrum.org/forum/scrum-forum/5320/selling-scrum-orginization,9,5320
Retry PSD exam after passing first time?,https://www.scrum.org/forum/scrum-forum/5330/retry-psd-exam-after-passing-first-time,3,5330
PSPO Advice,https://www.scrum.org/forum/scrum-forum/5336/pspo-advice,4,5336
cooperation between development team members,https://www.scrum.org/forum/scrum-forum/5335/cooperation-between-development-team-members,10,5335
Transition - FROM BA to CSPO - The Do's and Donts,https://www.scrum.org/forum/scrum-forum/5327/transition-ba-cspo-dos-and-donts,2,5327
how long does it take to receive certificate after passing exam?,https://www.scrum.org/forum/scrum-forum/5313/how-long-does-it-take-receive-certificate-after-passing-exam,6,5313
How long is the PSM1 certificate valid?,https://www.scrum.org/forum/scrum-forum/5323/how-long-psm1-certificate-valid,1,5323
Undone Work in a Sprint,https://www.scrum.org/forum/scrum-forum/5305/undone-work-sprint,15,5305
technical debt,https://www.scrum.org/forum/scrum-forum/5318/technical-debt,4,5318
How many tries do I have to pass PSM I,https://www.scrum.org/forum/scrum-forum/5322/how-many-tries-do-i-have-pass-psm-i,1,5322
"Please show me step by step, how to register to test PSM from Viet Nam?",https://www.scrum.org/forum/scrum-forum/5321/please-show-me-step-step-how-register-test-psm-viet-nam,3,5321
Self-Management versus Scrum 'rules',https://www.scrum.org/forum/scrum-forum/5308/self-management-versus-scrum-rules,10,5308
How to handle folks who do not attend Scrum regularly,https://www.scrum.org/forum/scrum-forum/5310/how-handle-folks-who-do-not-attend-scrum-regularly,7,5310
Dealing with wide domain gap?,https://www.scrum.org/forum/scrum-forum/5317/dealing-wide-domain-gap,1,5317
Detailing requirements,https://www.scrum.org/forum/scrum-forum/5314/detailing-requirements,4,5314
Scrum of Scrums is ... ?,https://www.scrum.org/forum/scrum-forum/5306/scrum-scrums,3,5306
PSF1,https://www.scrum.org/forum/scrum-forum/5315/psf1,1,5315
A question,https://www.scrum.org/forum/scrum-forum/5312/question,4,5312
